sample,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70#0,feature_71#0,feature_72#0,feature_73#0,feature_74#0,feature_75#0,feature_76#0,feature_77#0,feature_78#0,feature_79#0,feature_80#1,feature_81#1,feature_82#1,feature_83#1,feature_84#1,feature_85#1,feature_86#1,feature_87#1,feature_88#1,feature_89#1,feature_90#2,feature_91#2,feature_92#2,feature_93#2,feature_94#2,feature_95#2,feature_96#2,feature_97#2,feature_98#2,feature_99#2,status
sample_96,0.091743911,0.069250641,0.501261248,0.660479024,0.600072145,0.619593333,0.871617862,0.562312354,0.319652813,0.834227903,0.980894446,0.514049173,0.229120378,0.217847009,0.22801616,0.886219228,0.226724638,0.090509154,0.681799729,0.643670763,0.296852441,0.945458702,0.506407267,0.734526148,0.550766201,0.649268736,0.921293763,0.81103831,0.67505892,0.219096515,0.40518516,0.662033,0.523723797,0.890683643,0.507107441,0.123245526,0.663819787,0.574614095,0.299720966,0.809817081,0.001766495,0.732449978,0.505004782,0.40970024,0.507788616,0.819452172,0.223246497,0.704328375,0.80910782,0.00824393,0.662634512,0.764209513,0.900323516,0.67076727,0.924580015,0.092113032,0.466614279,0.895441392,0.548220714,0.485405242,0.001672587,0.003072597,0.855202928,0.988597589,0.573204144,0.639589137,0.497088891,0.089744017,0.512987994,0.243615511,0.824591329,0.219913589,0.75749475,0.105085029,0.124856056,0.881997856,0.878547371,0.871354602,0.766631606,0.292793106,0.027764453,0.767421661,0.411230718,0.524666631,0.143921391,0.447791614,0.641080515,0.98395602,0.274053355,0.627006934,0.902936849,0.753921759,0.415987951,0.239091453,0.413581529,0.513276231,0.262564024,0.000493742,0.881775259,0.0497951,0
sample_97,0.97167237,0.148137861,0.24297628,0.132052445,0.076679543,0.622514349,0.269503895,0.007674474,0.559876486,0.523654053,0.581857791,0.711377604,0.294300519,0.392509034,0.191935893,0.72319374,0.834611087,0.712634909,0.497289276,0.326768566,0.628610025,0.631885967,0.901946669,0.792114903,0.331402623,0.02433683,0.152347888,0.790258001,0.276593469,0.743779017,0.592343847,0.993922687,0.108377899,0.395077953,0.951830076,0.764252964,0.605515201,0.76738378,0.665169616,0.451950715,0.963950603,0.621379567,0.628007037,0.494488229,0.840481147,0.509553018,0.427796663,0.5198081,0.602935207,0.284839001,0.938401273,0.644791328,0.254217476,0.156394345,0.472968665,0.007257665,0.586750391,0.826060683,0.076715187,0.943192171,0.611934806,0.00822444,0.430894885,0.967152497,0.814892612,0.338334101,0.600926783,0.595286138,0.658576963,0.397009998,0.570926809,0.100517023,0.213041413,0.669189994,0.339071712,0.800096259,0.189067123,0.531529802,0.241687418,0.934287484,0.497558588,0.157242584,0.600092674,0.832642587,0.403017953,0.487501207,0.626006077,0.933962505,0.954712922,0.652302464,0.313896811,0.588270085,0.756054569,0.475209698,0.36063811,0.76093155,0.619613002,0.217882543,0.430821917,0.210345491,1
sample_98,0.016980475,0.377368265,0.257163097,0.272944362,0.190614499,0.950689955,0.002985482,0.122555184,0.742619449,0.347101768,0.981950833,0.858033033,0.147947359,0.589980123,0.043018211,0.702531,0.680416802,0.216519752,0.218382423,0.096528895,0.781103061,0.638560152,0.949287335,0.35011241,0.528198177,0.251137573,0.608650923,0.808323393,0.619604799,0.981476568,0.553272221,0.070209472,0.711082567,0.569982988,0.279276272,0.965710865,0.319253434,0.349049634,0.441594438,0.849992098,0.790123737,0.149789736,0.174512187,0.079004734,0.624190951,0.990889994,0.727676133,0.227172253,0.153912014,0.840522412,0.406685265,0.315402055,0.568624659,0.245146712,0.00727305,0.426123443,0.908961654,0.869471108,0.149343959,0.610323938,0.324291339,0.843907119,0.751108205,0.374652157,0.700881895,0.198504475,0.749167755,0.433787742,0.883626258,0.956343492,0.053770997,0.083000542,0.306300073,0.503135847,0.113392641,0.365342956,0.951712608,0.522244423,0.055115894,0.809753168,0.423014909,0.042845175,0.218083523,0.085109691,0.728034911,0.944116903,0.565442712,0.558312408,0.054656915,0.752141954,0.252849186,0.1916399,0.860887234,0.735602493,0.360782995,0.104904364,0.769754523,0.260835146,0.673805925,0.515603447,1
sample_99,0.572986,0.082952467,0.012153759,0.318439466,0.0042309,0.654765055,0.513522224,0.73990279,0.760368757,0.327082959,0.850047121,0.156611095,0.612006702,0.00783149,0.316979054,0.572745921,0.6319204,0.067194347,0.207684763,0.267709992,0.749278414,0.71549536,0.729255732,0.357372348,0.604587812,0.32884409,0.665906591,0.795060409,0.462475435,0.80107193,0.083370939,0.554472846,0.213854717,0.183513152,0.422460834,0.872826857,0.697959568,0.15177394,0.021909258,0.720000738,0.602585739,0.056716201,0.324132257,0.0075688,0.212357244,0.058800211,0.186750523,0.528081918,0.300953062,0.671294331,0.449672393,0.429500279,0.330676177,0.872519096,0.86122633,0.700015475,0.179515556,0.24844229,0.525606727,0.019611703,0.02071442,0.138023483,0.196827636,0.906970092,0.937468726,0.088959884,0.875599925,0.460890245,0.677349791,0.586985184,0.302979515,0.868523811,0.292917322,0.730286963,0.090407248,0.298248573,0.046412217,0.447179426,0.2324931,0.944611921,0.018696463,0.672829656,0.295433788,0.628963524,0.140000126,0.832937537,0.621410958,0.75693203,0.042598818,0.954265425,0.661486773,0.202674613,0.505675476,0.070269342,0.676409531,0.747238098,0.556958539,0.804270825,0.184221645,0.09240503,0
sample_100,0.254726243,0.501752566,0.096188293,0.515317009,0.099455214,0.921933536,0.363279229,0.319019298,0.948973505,0.503942244,0.782229591,0.567127319,0.478735764,0.634994351,0.389375433,0.731691032,0.785493807,0.54845216,0.658340109,0.027241981,0.894737278,0.372474774,0.130216568,0.709890209,0.447942131,0.730070818,0.02068872,0.28856364,0.507028266,0.406172044,0.407969199,0.975087952,0.511127822,0.536954863,0.399077898,0.772023899,0.366559822,0.643256312,0.344176721,0.554647578,0.79835847,0.064668505,0.784035225,0.840237339,0.536166759,0.208637297,0.845027297,0.821621243,0.103586544,0.999756938,0.801680147,0.522798369,0.865427628,0.35060276,0.60989357,0.485112583,0.028082796,0.283269682,0.981513306,0.860317706,0.963336719,0.349847577,0.964738375,0.360903708,0.51735045,0.26011854,0.92450908,0.852844567,0.892498834,0.934618286,0.943670345,0.824336323,0.581391938,0.160177715,0.421151122,0.606419795,0.606610509,0.375921506,0.74845253,0.153186596,0.913776251,0.400674557,0.472217455,0.444315757,0.012788513,0.353283458,0.318771636,0.591597576,0.04339583,0.477463251,0.354851868,0.552437758,0.14056712,0.365259761,0.053199391,0.850993472,0.636342626,0.699691512,0.717821197,0.595437155,1
sample_101,0.449647518,0.565325428,0.514736748,0.671161222,0.560618771,0.725030752,0.610994736,0.278451424,0.934343683,0.11035365,0.121602044,0.250574866,0.668677391,0.209071366,0.388607949,0.443730434,0.341727809,0.720668791,0.736588808,0.671683709,0.750371207,0.660167176,0.422326771,0.37599911,0.133962922,0.712892288,0.936342587,0.069959074,0.439412336,0.140061772,0.174702274,0.870151468,0.032396429,0.221735529,0.073087389,0.232675809,0.662037923,0.977519489,0.884800889,0.782207776,0.935157077,0.809969509,0.674284786,0.561702785,0.360482088,0.780037151,0.727468918,0.328671082,0.500570407,0.978757074,0.423808806,0.436123131,0.031320201,0.354868714,0.582241765,0.603545019,0.140601508,0.953926189,0.574966652,0.786289666,0.069965498,0.576847996,0.613451322,0.580736496,0.207496101,0.908004082,0.852824787,0.39775922,0.856470363,0.797755519,0.682571916,0.709190606,0.997688292,0.666315171,0.38615219,0.869320422,0.78795515,0.5360061,0.319958569,0.288499411,0.61484664,0.126054066,0.763304651,0.742892635,0.848730062,0.210602859,0.70866893,0.546116964,0.764058248,0.923201174,0.046571329,0.947148297,0.450412297,0.493387521,0.04759238,0.317154789,0.531648937,0.061993366,0.640947553,0.841342459,1
sample_102,0.928714452,0.86685119,0.105387252,0.610018175,0.676903779,0.651960332,0.696039989,0.823912151,0.896164241,0.012453427,0.162920062,0.733071598,0.106765011,0.400445796,0.55791146,0.430591702,0.181749896,0.475590256,0.104101021,0.251056779,0.578609214,0.512808038,0.042010802,0.44609226,0.762492894,0.778517878,0.547830347,0.626769128,0.12880493,0.107371215,0.735495369,0.134164048,0.114633883,0.288302891,0.577709439,0.846537835,0.174786075,0.011257086,0.915197293,0.69209858,0.345760077,0.441590153,0.748191782,0.39018945,0.770502472,0.397938189,0.653957744,0.208913067,0.156386358,0.767445947,0.24167791,0.768405513,0.804457657,0.301992296,0.092307984,0.671748669,0.453644165,0.296273102,0.039114917,0.540344317,0.245555482,0.160254949,0.804309289,0.021651177,0.613913236,0.835280637,0.353385661,0.929644987,0.912108653,0.35562243,0.637699477,0.9532711,0.848548121,0.676163466,0.672535075,0.037700692,0.649760074,0.688295284,0.582218571,0.567055346,0.398002316,0.753093372,0.457303111,0.747024922,0.003481473,0.442330144,0.948757607,0.49463916,0.278630312,0.866790282,0.415332636,0.441222388,0.656751055,0.172064902,0.882171625,0.971952122,0.139473791,0.464948873,0.97158958,0.616784168,0
sample_103,0.184964333,0.467752442,0.080851468,0.711045226,0.896618728,0.158863008,0.208578646,0.321095704,0.921595706,0.914095911,0.76101255,0.413574213,0.837859643,0.813574835,0.547174595,0.671693907,0.578328129,0.956862049,0.571277556,0.063647337,0.252790247,0.400047854,0.843511928,0.206700854,0.388958065,0.921246228,0.375340142,0.615130294,0.705277758,0.31521803,0.995165159,0.956500087,0.904861574,0.821200181,0.31186579,0.716355904,0.438906277,0.367240328,0.678457352,0.343786929,0.307532155,0.283201616,0.52942172,0.670750954,0.690023318,0.095085922,0.519735556,0.319501413,0.610228666,0.774922636,0.553918019,0.662864004,0.701111802,0.166582211,0.914110995,0.947746757,0.743485426,0.34802933,0.58214377,0.633096682,0.031257882,0.484041944,0.537525092,0.504967203,0.138547043,0.51465664,0.321794408,0.984250656,0.148663272,0.986477162,0.793948675,0.477618398,0.801646871,0.093071245,0.377124672,0.634857964,0.510770245,0.171753869,0.542169631,0.809184552,0.38311967,0.842528456,0.216025612,0.438080401,0.170022808,0.405306984,0.214414411,0.184401101,0.764512477,0.207837791,0.462303778,0.972918598,0.873092968,0.205223547,0.122282032,0.277448648,0.050744275,0.648338818,0.23846536,0.181650432,0
sample_104,0.823188728,0.509357189,0.96691576,0.755543688,0.053927238,0.967383551,0.678455575,0.044407323,0.969555597,0.97097005,0.295999031,0.289758105,0.531997831,0.484044766,0.510530645,0.818668149,0.78630231,0.957682857,0.195539472,0.483451745,0.240672075,0.83297483,0.969949576,0.797600444,0.3498958,0.308636082,0.728209755,0.67630919,0.977738014,0.278772784,0.450029968,0.074611147,0.073102332,0.32310756,0.965542759,0.974935799,0.385219534,0.032972737,0.786002565,0.7991006,0.311151063,0.437961614,0.681657819,0.875959989,0.062844021,0.413571334,0.28164746,0.07349075,0.681726047,0.411260708,0.882846745,0.929297479,0.820938017,0.062990875,0.466067025,0.143069591,0.562067805,0.979590076,0.005051384,0.234934897,0.062063267,0.785391411,0.698743866,0.027003102,0.849941141,0.298202793,0.391942701,0.824202866,0.156778455,0.220670033,0.476125635,0.437254756,0.774906904,0.026789926,0.05208175,0.091072666,0.445830546,0.982097362,0.262184543,0.667680774,0.332341462,0.332503966,0.454264824,0.235382272,0.237628986,0.804900107,0.521432735,0.858732526,0.491895168,0.016464829,0.846849181,0.209056193,0.647962977,0.316362542,0.508628018,0.762346823,0.574069392,0.41140849,0.581623819,0.904500805,0
sample_105,0.621071948,0.609572806,0.057529818,0.010805849,0.323297659,0.417041679,0.688411284,0.782221435,0.442090544,0.201022518,0.481733555,0.720193779,0.011033395,0.566622562,0.16308,0.451705281,0.899853249,0.357797588,0.741889815,0.058776854,0.38519855,0.291399574,0.616213444,0.854779697,0.288118095,0.786482606,0.885999306,0.359219186,0.258924861,0.796054061,0.699907605,0.850577238,0.745810024,0.692666841,0.277759373,0.288102716,0.635085017,0.671452364,0.861539486,0.031461584,0.024371851,0.056911417,0.616941059,0.596898678,0.238434673,0.038574237,0.32253683,0.6684848,0.708722212,0.731793177,0.366230874,0.752306167,0.215478134,0.283973114,0.096449686,0.423883605,0.606075803,0.339375823,0.71885897,0.363659199,0.149278882,0.137083073,0.623512611,0.315522571,0.787764181,0.482073231,0.292968912,0.18166621,0.778711074,0.293109572,0.801992763,0.238953881,0.335317656,0.719743655,0.94692067,0.40307803,0.263871227,0.393380605,0.0513851,0.933265134,0.240116941,0.538303929,0.169586048,0.801436574,0.518040029,0.482811181,0.418483858,0.500846588,0.844931088,0.231099219,0.149516026,0.115136889,0.600851803,0.179351974,0.103291134,0.541266277,0.740729036,0.983891295,0.395917138,0.642483647,0
sample_106,0.168616209,0.503260321,0.987957088,0.525323845,0.708226236,0.319867686,0.371088883,0.118197549,0.32687845,0.84931074,0.359019691,0.830751464,0.531009904,0.480082973,0.755383878,0.49793751,0.473212882,0.230050979,0.302390113,0.242853069,0.815393508,0.411321887,0.060492295,0.655453809,0.441877394,0.283440384,0.137113233,0.865905721,0.533846113,0.339882519,0.808693261,0.202155488,0.63130133,0.02891317,0.954627975,0.663828955,0.470496022,0.552939077,0.719040752,0.992422616,0.294595143,0.99895141,0.097293578,0.899339817,0.633644396,0.263251424,0.287061339,0.73779864,0.308247163,0.607551609,0.869054787,0.161022263,0.247611947,0.991004834,0.091246776,0.949258446,0.602313241,0.267342742,0.615515459,0.679502976,0.720353762,0.977875733,0.48933716,0.573740971,0.726011352,0.074679246,0.843887761,0.986678978,0.8850652,0.50168676,0.256734778,0.113314272,0.45865141,0.352389378,0.196290173,0.198283199,0.660276583,0.647303518,0.151809448,0.337209231,0.797393201,0.035092977,0.496243915,0.021064583,0.231265877,0.658669253,0.775966489,0.525348225,0.421841365,0.748843955,0.153231785,0.742415111,0.001912119,0.38917721,0.594540305,0.545669914,0.955730306,0.632337548,0.934552253,0.227828196,1
sample_107,0.018796825,0.175765972,0.444702501,0.853635953,0.471329414,0.229509118,0.690818438,0.886420205,0.869971792,0.96559872,0.956681039,0.368970767,0.866344273,0.916838832,0.391716699,0.761205295,0.53750391,0.281507834,0.96379887,0.551534685,0.80568198,0.714515517,0.102924043,0.475742241,0.34018824,0.14953568,0.294141999,0.26156326,0.434253693,0.962886088,0.311442133,0.149339469,0.618325565,0.727655971,0.850880988,0.559002618,0.031297236,0.914395651,0.520419164,0.03810587,0.695217523,0.079736956,0.837521299,0.408631607,0.149496405,0.69883538,0.842370605,0.709749548,0.583983843,0.165072844,0.326647582,0.303092657,0.889497608,0.250941727,0.649239471,0.469247627,0.67758892,0.621068736,0.20402633,0.766887346,0.504360694,0.283600998,0.490316014,0.002821244,0.697414895,0.545737358,0.579558233,0.589351611,0.902323232,0.871583669,0.035265375,0.316488012,0.660578108,0.986234513,0.154989431,0.354031659,0.093148916,0.414395377,0.292852433,0.66748837,0.977991206,0.735007062,0.834732596,0.12013918,0.267667912,0.846985171,0.65251404,0.090621489,0.797085422,0.392284191,0.056332144,0.961225619,0.977598475,0.6284138,0.69213933,0.929784343,0.27445003,0.882639095,0.56265427,0.569563222,0
sample_108,0.42860401,0.909108869,0.651596775,0.411761719,0.690945414,0.654117376,0.036756045,0.977732417,0.604876366,0.016659291,0.472398871,0.403144246,0.913895972,0.810987943,0.607169669,0.311571379,0.528431282,0.289771374,0.871518244,0.863428489,0.46525875,0.419002242,0.836441277,0.367448377,0.512373029,0.112953286,0.299332546,0.401757416,0.124904197,0.576837692,0.490263494,0.733798577,0.205072582,0.990380154,0.538376676,0.725951568,0.548848484,0.145488765,0.683426828,0.574811321,0.959479747,0.231489911,0.385319152,0.719354204,0.46706855,0.877839162,0.181062832,0.042968546,0.846949828,0.555901771,0.042066706,0.500790264,0.555501495,0.49686152,0.223868534,0.031218427,0.028985921,0.931170479,0.475656196,0.872550438,0.44625578,0.158002742,0.649487161,0.151079477,0.78913876,0.475829364,0.20087017,0.020263389,0.302707707,0.2386676,0.469608557,0.700521947,0.552343614,0.004133762,0.619725378,0.928949184,0.697081219,0.956130347,0.672529047,0.903602252,0.253846766,0.762688895,0.767344792,0.542714994,0.495991704,0.013932438,0.516002483,0.93432841,0.281428706,0.377112594,0.51618303,0.195997589,0.357047573,0.837043289,0.051576569,0.915570915,0.653572764,0.997633089,0.73167075,0.449628249,1
sample_109,0.953716938,0.255434757,0.869538338,0.217313924,0.244187059,0.634787461,0.803247854,0.285828213,0.35373599,0.437187457,0.605013532,0.139393965,0.821867936,0.053485606,0.069666403,0.329016196,0.044429336,0.308824962,0.524033251,0.36200447,0.804967508,0.896628641,0.279046349,0.840808673,0.451532905,0.515012516,0.349086639,0.083376415,0.594723213,0.542626012,0.344564708,0.545692491,0.695129311,0.857642579,0.845404045,0.287365189,0.717547309,0.017971125,0.118052173,0.424626613,0.626632723,0.834506496,0.104431391,0.143807624,0.359461621,0.767967458,0.139489657,0.500088155,0.342786606,0.069693704,0.946933315,0.590096124,0.387890172,0.406724422,0.864169437,0.537212582,0.641323747,0.842919855,0.283175316,0.248324131,0.270384478,0.270627744,0.443594999,0.109628423,0.341831683,0.708964247,0.231141251,0.008752458,0.029302476,0.446807874,0.402320638,0.562341913,0.4468254,0.916965709,0.836019519,0.20461188,0.613768163,0.733297358,0.601984077,0.06310783,0.873593753,0.406075734,0.609857996,0.972744888,0.664718263,0.821921423,0.763438405,0.879162823,0.165277753,0.011976396,0.357037513,0.97555594,0.344338963,0.483085714,0.959716907,0.576099109,0.153242406,0.268604824,0.077519429,0.921503845,0
sample_110,0.390932331,0.554283816,0.13706878,0.358204441,0.807080544,0.531847733,0.329993086,0.432622065,0.813384227,0.026492976,0.354515512,0.309517357,0.395876322,0.985821377,0.908968734,0.252053427,0.674946499,0.000301122,0.972919398,0.813557077,0.758815921,0.812048221,0.132556579,0.943135086,0.075465817,0.100855356,0.48974105,0.366402256,0.812840653,0.651159752,0.132370451,0.954970345,0.006939344,0.16069583,0.515308342,0.655413222,0.624881255,0.42076255,0.601196728,0.221885663,0.023340513,0.582610788,0.344692568,0.18578741,0.852003653,0.348075704,0.913364091,0.948884909,0.455758885,0.795050067,0.051623268,0.319319844,0.467747965,0.475858995,0.342647319,0.329536001,0.964839756,0.762797288,0.242379436,0.379265285,0.144531145,0.857989262,0.379635685,0.834950639,0.597175299,0.221106915,0.111584211,0.1111537,0.302311497,0.62707178,0.717340512,0.961817884,0.714451726,0.206794601,0.89393519,0.80971784,0.766132635,0.178367184,0.601119267,0.687652302,0.396864309,0.775096356,0.372951062,0.10508241,0.859561395,0.906290672,0.137042715,0.788793274,0.877252686,0.92497816,0.310336058,0.207372885,0.766291755,0.20907807,0.712936681,0.802273677,0.044086133,0.959930771,0.755096024,0.85967276,0
sample_111,0.737019093,0.715461772,0.887823462,0.280715968,0.206089261,0.562934946,0.628950603,0.337445769,0.885269804,0.800289103,0.471735536,0.79368257,0.630501218,0.662823071,0.68535942,0.042915376,0.67173731,0.692505425,0.33067669,0.877042796,0.438867411,0.23557256,0.61228054,0.161986418,0.714233056,0.16132759,0.303642304,0.64842064,0.956837433,0.616870636,0.635902413,0.827856076,0.526720065,0.479933638,0.64553659,0.584984155,0.58813972,0.151807011,0.380054301,0.977269513,0.500367706,0.607617361,0.134499576,0.491900512,0.594592056,0.857834836,0.36175581,0.851834322,0.070927563,0.345166416,0.287348146,0.068426706,0.395928563,0.282813585,0.222003487,0.728278749,0.41226951,0.422298629,0.119346224,0.486866991,0.920063502,0.365611019,0.717188208,0.01775829,0.880562692,0.281660336,0.310146728,0.034736631,0.095304988,0.006730608,0.210844317,0.17037696,0.258552772,0.166309588,0.43022023,0.65608057,0.785971845,0.73966001,0.892595083,0.517553896,0.058111212,0.300519667,0.037990219,0.260782095,0.518369546,0.412023782,0.51079437,0.565560248,0.264190122,0.693892487,0.394891226,0.902286475,0.193593812,0.910972332,0.442627178,0.286111458,0.849989913,0.631928899,0.743798336,0.636205354,0
